Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Seccio_Censal;codi_seccion_censal;average annual income brutto
1;Ciutat Vella;1;el Raval;1;1-1;15762
1;Ciutat Vella;1;el Raval;2;1-2;12735
1;Ciutat Vella;1;el Raval;3;1-3;11754
1;Ciutat Vella;1;el Raval;4;1-4;14967
1;Ciutat Vella;1;el Raval;5;1-5;12207
1;Ciutat Vella;1;el Raval;6;1-6;13500
1;Ciutat Vella;1;el Raval;7;1-7;12349
1;Ciutat Vella;1;el Raval;8;1-8;9541
1;Ciutat Vella;1;el Raval;9;1-9;12923
1;Ciutat Vella;1;el Raval;10;1-10;10751
1;Ciutat Vella;1;el Raval;11;1-11;10605
1;Ciutat Vella;1;el Raval;12;1-12;13750
1;Ciutat Vella;1;el Raval;13;1-13;13729
1;Ciutat Vella;1;el Raval;14;1-14;12924
1;Ciutat Vella;1;el Raval;15;1-15;13620
1;Ciutat Vella;1;el Raval;16;1-16;13039
1;Ciutat Vella;1;el Raval;17;1-17;10951
1;Ciutat Vella;1;el Raval;18;1-18;12703
1;Ciutat Vella;1;el Raval;19;1-19;12843
1;Ciutat Vella;1;el Raval;20;1-20;18962
1;Ciutat Vella;1;el Raval;21;1-21;19301
1;Ciutat Vella;2;el Barri Gòtic;22;2-22;25890
1;Ciutat Vella;2;el Barri Gòtic;23;2-23;20271
1;Ciutat Vella;2;el Barri Gòtic;25;2-25;19248
1;Ciutat Vella;2;el Barri Gòtic;26;2-26;20171
1;Ciutat Vella;2;el Barri Gòtic;27;2-27;17177
1;Ciutat Vella;2;el Barri Gòtic;28;2-28;19047
1;Ciutat Vella;2;el Barri Gòtic;29;2-29;15721
1;Ciutat Vella;2;el Barri Gòtic;30;2-30;15487
1;Ciutat Vella;2;el Barri Gòtic;31;2-31;15210
1;Ciutat Vella;3;la Barceloneta;32;3-32;19393
1;Ciutat Vella;3;la Barceloneta;33;3-33;16291
1;Ciutat Vella;3;la Barceloneta;34;3-34;16552
1;Ciutat Vella;3;la Barceloneta;35;3-35;16793
1;Ciutat Vella;3;la Barceloneta;36;3-36;17266
1;Ciutat Vella;3;la Barceloneta;37;3-37;18007
1;Ciutat Vella;3;la Barceloneta;38;3-38;15309
1;Ciutat Vella;3;la Barceloneta;39;3-39;17245
1;Ciutat Vella;3;la Barceloneta;40;3-40;18883
1;Ciutat Vella;3;la Barceloneta;41;3-41;16298
1;Ciutat Vella;3;la Barceloneta;42;3-42;18139
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;43;4-43;26174
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;44;4-44;20724
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;45;4-45;19579
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;46;4-46;18081
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;47;4-47;19871
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;48;4-48;14160
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;49;4-49;18511
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;50;4-50;17232
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;51;4-51;16824
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;52;4-52;25732
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;53;4-53;16900
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;54;4-54;18319
1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;55;4-55;23618
2;L'Eixample;5;el Fort Pienc;1;5-1;23011
2;L'Eixample;5;el Fort Pienc;2;5-2;24086
2;L'Eixample;5;el Fort Pienc;3;5-3;27498
2;L'Eixample;5;el Fort Pienc;4;5-4;21121
2;L'Eixample;5;el Fort Pienc;5;5-5;26685
2;L'Eixample;5;el Fort Pienc;6;5-6;27757
2;L'Eixample;5;el Fort Pienc;7;5-7;30321
2;L'Eixample;5;el Fort Pienc;8;5-8;27088
2;L'Eixample;5;el Fort Pienc;9;5-9;25822
2;L'Eixample;5;el Fort Pienc;10;5-10;24094
2;L'Eixample;5;el Fort Pienc;11;5-11;25155
2;L'Eixample;5;el Fort Pienc;12;5-12;20518
2;L'Eixample;5;el Fort Pienc;13;5-13;21622
2;L'Eixample;5;el Fort Pienc;14;5-14;20184
2;L'Eixample;5;el Fort Pienc;15;5-15;20350
2;L'Eixample;5;el Fort Pienc;16;5-16;27195
2;L'Eixample;5;el Fort Pienc;17;5-17;27784
2;L'Eixample;5;el Fort Pienc;18;5-18;26862
2;L'Eixample;5;el Fort Pienc;19;5-19;24955
2;L'Eixample;5;el Fort Pienc;20;5-20;23414
2;L'Eixample;6;la Sagrada Família;21;6-21;23623
2;L'Eixample;6;la Sagrada Família;22;6-22;25005
2;L'Eixample;6;la Sagrada Família;23;6-23;24665
2;L'Eixample;6;la Sagrada Família;24;6-24;21972
2;L'Eixample;6;la Sagrada Família;25;6-25;22482
2;L'Eixample;6;la Sagrada Família;26;6-26;22994
2;L'Eixample;6;la Sagrada Família;27;6-27;23572
2;L'Eixample;6;la Sagrada Família;28;6-28;23563
2;L'Eixample;6;la Sagrada Família;29;6-29;24038
2;L'Eixample;6;la Sagrada Família;30;6-30;19288
2;L'Eixample;6;la Sagrada Família;31;6-31;25949
2;L'Eixample;6;la Sagrada Família;32;6-32;25692
2;L'Eixample;6;la Sagrada Família;33;6-33;23762
2;L'Eixample;6;la Sagrada Família;34;6-34;21721
2;L'Eixample;6;la Sagrada Família;35;6-35;25455
2;L'Eixample;6;la Sagrada Família;36;6-36;26492
2;L'Eixample;6;la Sagrada Família;37;6-37;28056
2;L'Eixample;6;la Sagrada Família;38;6-38;27039
2;L'Eixample;6;la Sagrada Família;39;6-39;23791
2;L'Eixample;6;la Sagrada Família;40;6-40;20837
2;L'Eixample;6;la Sagrada Família;41;6-41;23626
2;L'Eixample;6;la Sagrada Família;42;6-42;26790
2;L'Eixample;6;la Sagrada Família;43;6-43;25257
2;L'Eixample;6;la Sagrada Família;44;6-44;21278
2;L'Eixample;6;la Sagrada Família;45;6-45;26138
2;L'Eixample;6;la Sagrada Família;46;6-46;21392
2;L'Eixample;6;la Sagrada Família;47;6-47;23365
2;L'Eixample;6;la Sagrada Família;48;6-48;22908
2;L'Eixample;6;la Sagrada Família;49;6-49;22431
2;L'Eixample;6;la Sagrada Família;50;6-50;23585
2;L'Eixample;6;la Sagrada Família;51;6-51;20965
2;L'Eixample;6;la Sagrada Família;52;6-52;24950
2;L'Eixample;6;la Sagrada Família;53;6-53;25269
2;L'Eixample;6;la Sagrada Família;54;6-54;25043
2;L'Eixample;7;la Dreta de l'Eixample;55;7-55;26778
2;L'Eixample;7;la Dreta de l'Eixample;56;7-56;27462
2;L'Eixample;7;la Dreta de l'Eixample;57;7-57;34688
2;L'Eixample;7;la Dreta de l'Eixample;58;7-58;30993
2;L'Eixample;7;la Dreta de l'Eixample;59;7-59;32917
2;L'Eixample;7;la Dreta de l'Eixample;60;7-60;29036
2;L'Eixample;7;la Dreta de l'Eixample;61;7-61;26134
2;L'Eixample;7;la Dreta de l'Eixample;62;7-62;31943
2;L'Eixample;7;la Dreta de l'Eixample;63;7-63;39390
2;L'Eixample;7;la Dreta de l'Eixample;64;7-64;37317
2;L'Eixample;7;la Dreta de l'Eixample;65;7-65;27440
2;L'Eixample;7;la Dreta de l'Eixample;66;7-66;27631
2;L'Eixample;7;la Dreta de l'Eixample;67;7-67;24662
2;L'Eixample;7;la Dreta de l'Eixample;68;7-68;25887
2;L'Eixample;7;la Dreta de l'Eixample;69;7-69;30454
2;L'Eixample;7;la Dreta de l'Eixample;70;7-70;32815
2;L'Eixample;7;la Dreta de l'Eixample;71;7-71;34117
2;L'Eixample;7;la Dreta de l'Eixample;72;7-72;36808
2;L'Eixample;7;la Dreta de l'Eixample;73;7-73;32508
2;L'Eixample;7;la Dreta de l'Eixample;74;7-74;37107
2;L'Eixample;7;la Dreta de l'Eixample;75;7-75;31976
2;L'Eixample;7;la Dreta de l'Eixample;76;7-76;37473
2;L'Eixample;7;la Dreta de l'Eixample;77;7-77;30321
2;L'Eixample;7;la Dreta de l'Eixample;78;7-78;34806
2;L'Eixample;7;la Dreta de l'Eixample;79;7-79;41088
2;L'Eixample;7;la Dreta de l'Eixample;80;7-80;39119
2;L'Eixample;7;la Dreta de l'Eixample;81;7-81;37050
2;L'Eixample;7;la Dreta de l'Eixample;82;7-82;39934
2;L'Eixample;7;la Dreta de l'Eixample;83;7-83;41712
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;84;8-84;31801
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;85;8-85;32493
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;86;8-86;34530
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;87;8-87;31010
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;88;8-88;33755
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;89;8-89;31286
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;90;8-90;27743
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;91;8-91;28847
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;92;8-92;27949
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;93;8-93;28843
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;94;8-94;28317
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;95;8-95;28796
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;96;8-96;25695
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;97;8-97;26117
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;98;8-98;29715
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;99;8-99;31367
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;100;8-100;28751
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;101;8-101;28579
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;102;8-102;33880
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;103;8-103;23891
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;104;8-104;31025
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;105;8-105;25244
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;106;8-106;33670
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;107;8-107;35024
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;108;8-108;34772
2;L'Eixample;8;l'Antiga Esquerra de l'Eixample;109;8-109;36439
2;L'Eixample;9;la Nova Esquerra de l'Eixample;110;9-110;27447
2;L'Eixample;9;la Nova Esquerra de l'Eixample;111;9-111;27293
2;L'Eixample;9;la Nova Esquerra de l'Eixample;112;9-112;34517
2;L'Eixample;9;la Nova Esquerra de l'Eixample;113;9-113;34169
2;L'Eixample;9;la Nova Esquerra de l'Eixample;114;9-114;27574
2;L'Eixample;9;la Nova Esquerra de l'Eixample;115;9-115;25994
2;L'Eixample;9;la Nova Esquerra de l'Eixample;116;9-116;32132
2;L'Eixample;9;la Nova Esquerra de l'Eixample;117;9-117;26573
2;L'Eixample;9;la Nova Esquerra de l'Eixample;118;9-118;31716
2;L'Eixample;9;la Nova Esquerra de l'Eixample;119;9-119;29178
2;L'Eixample;9;la Nova Esquerra de l'Eixample;120;9-120;26208
2;L'Eixample;9;la Nova Esquerra de l'Eixample;121;9-121;30148
2;L'Eixample;9;la Nova Esquerra de l'Eixample;122;9-122;31010
2;L'Eixample;9;la Nova Esquerra de l'Eixample;123;9-123;26216
2;L'Eixample;9;la Nova Esquerra de l'Eixample;124;9-124;28136
2;L'Eixample;9;la Nova Esquerra de l'Eixample;125;9-125;27956
2;L'Eixample;9;la Nova Esquerra de l'Eixample;126;9-126;28947
2;L'Eixample;9;la Nova Esquerra de l'Eixample;127;9-127;25773
2;L'Eixample;9;la Nova Esquerra de l'Eixample;128;9-128;25170
2;L'Eixample;9;la Nova Esquerra de l'Eixample;129;9-129;25866
2;L'Eixample;9;la Nova Esquerra de l'Eixample;130;9-130;39434
2;L'Eixample;9;la Nova Esquerra de l'Eixample;131;9-131;26978
2;L'Eixample;9;la Nova Esquerra de l'Eixample;132;9-132;26999
2;L'Eixample;9;la Nova Esquerra de l'Eixample;133;9-133;26558
2;L'Eixample;9;la Nova Esquerra de l'Eixample;134;9-134;24769
2;L'Eixample;9;la Nova Esquerra de l'Eixample;135;9-135;23409
2;L'Eixample;9;la Nova Esquerra de l'Eixample;136;9-136;26117
2;L'Eixample;9;la Nova Esquerra de l'Eixample;137;9-137;23249
2;L'Eixample;9;la Nova Esquerra de l'Eixample;138;9-138;26566
2;L'Eixample;9;la Nova Esquerra de l'Eixample;139;9-139;25205
2;L'Eixample;9;la Nova Esquerra de l'Eixample;140;9-140;25971
2;L'Eixample;9;la Nova Esquerra de l'Eixample;141;9-141;24068
2;L'Eixample;9;la Nova Esquerra de l'Eixample;142;9-142;22522
2;L'Eixample;9;la Nova Esquerra de l'Eixample;143;9-143;25875
2;L'Eixample;9;la Nova Esquerra de l'Eixample;144;9-144;28459
2;L'Eixample;9;la Nova Esquerra de l'Eixample;145;9-145;25126
2;L'Eixample;9;la Nova Esquerra de l'Eixample;146;9-146;23944
2;L'Eixample;9;la Nova Esquerra de l'Eixample;147;9-147;23965
2;L'Eixample;9;la Nova Esquerra de l'Eixample;148;9-148;27374
2;L'Eixample;9;la Nova Esquerra de l'Eixample;149;9-149;24028
2;L'Eixample;10;Sant Antoni;150;10-150;21355
2;L'Eixample;10;Sant Antoni;151;10-151;25198
2;L'Eixample;10;Sant Antoni;152;10-152;26964
2;L'Eixample;10;Sant Antoni;153;10-153;26795
2;L'Eixample;10;Sant Antoni;154;10-154;21227
2;L'Eixample;10;Sant Antoni;155;10-155;22087
2;L'Eixample;10;Sant Antoni;156;10-156;25185
2;L'Eixample;10;Sant Antoni;157;10-157;22269
2;L'Eixample;10;Sant Antoni;158;10-158;23592
2;L'Eixample;10;Sant Antoni;159;10-159;24077
2;L'Eixample;10;Sant Antoni;160;10-160;27448
2;L'Eixample;10;Sant Antoni;161;10-161;24227
2;L'Eixample;10;Sant Antoni;162;10-162;21771
2;L'Eixample;10;Sant Antoni;163;10-163;26020
2;L'Eixample;10;Sant Antoni;164;10-164;24932
2;L'Eixample;10;Sant Antoni;165;10-165;25449
2;L'Eixample;10;Sant Antoni;166;10-166;23550
2;L'Eixample;10;Sant Antoni;167;10-167;24578
2;L'Eixample;10;Sant Antoni;168;10-168;23437
2;L'Eixample;10;Sant Antoni;169;10-169;24163
2;L'Eixample;10;Sant Antoni;170;10-170;24644
2;L'Eixample;10;Sant Antoni;171;10-171;20729
2;L'Eixample;10;Sant Antoni;172;10-172;21914
2;L'Eixample;10;Sant Antoni;173;10-173;23947
3;Sants-Montjuïc;11;el Poble Sec;1;11-1;19547
3;Sants-Montjuïc;11;el Poble Sec;2;11-2;17760
3;Sants-Montjuïc;11;el Poble Sec;3;11-3;16868
3;Sants-Montjuïc;11;el Poble Sec;4;11-4;20786
3;Sants-Montjuïc;11;el Poble Sec;5;11-5;18133
3;Sants-Montjuïc;11;el Poble Sec;6;11-6;18597
3;Sants-Montjuïc;11;el Poble Sec;7;11-7;17315
3;Sants-Montjuïc;11;el Poble Sec;8;11-8;17678
3;Sants-Montjuïc;11;el Poble Sec;9;11-9;18908
3;Sants-Montjuïc;11;el Poble Sec;10;11-10;16719
3;Sants-Montjuïc;11;el Poble Sec;11;11-11;14951
3;Sants-Montjuïc;11;el Poble Sec;12;11-12;17687
3;Sants-Montjuïc;11;el Poble Sec;13;11-13;16642
3;Sants-Montjuïc;11;el Poble Sec;14;11-14;16199
3;Sants-Montjuïc;11;el Poble Sec;15;11-15;17144
3;Sants-Montjuïc;11;el Poble Sec;16;11-16;16637
3;Sants-Montjuïc;11;el Poble Sec;17;11-17;15880
3;Sants-Montjuïc;11;el Poble Sec;18;11-18;17535
3;Sants-Montjuïc;11;el Poble Sec;19;11-19;16447
3;Sants-Montjuïc;11;el Poble Sec;20;11-20;19982
3;Sants-Montjuïc;11;el Poble Sec;21;11-21;20199
3;Sants-Montjuïc;11;el Poble Sec;22;11-22;19731
3;Sants-Montjuïc;11;el Poble Sec;23;11-23;16873
3;Sants-Montjuïc;11;el Poble Sec;24;11-24;17171
3;Sants-Montjuïc;12;la Marina del Prat Vermell;25;12-25;15055
3;Sants-Montjuïc;13;la Marina de Port;26;13-26;17470
3;Sants-Montjuïc;13;la Marina de Port;27;13-27;19200
3;Sants-Montjuïc;13;la Marina de Port;28;13-28;22089
3;Sants-Montjuïc;13;la Marina de Port;29;13-29;16505
3;Sants-Montjuïc;13;la Marina de Port;30;13-30;18371
3;Sants-Montjuïc;13;la Marina de Port;31;13-31;17134
3;Sants-Montjuïc;13;la Marina de Port;32;13-32;14963
3;Sants-Montjuïc;13;la Marina de Port;33;13-33;13425
3;Sants-Montjuïc;13;la Marina de Port;34;13-34;17158
3;Sants-Montjuïc;13;la Marina de Port;35;13-35;18563
3;Sants-Montjuïc;13;la Marina de Port;36;13-36;20671
3;Sants-Montjuïc;13;la Marina de Port;37;13-37;19899
3;Sants-Montjuïc;13;la Marina de Port;38;13-38;13843
3;Sants-Montjuïc;13;la Marina de Port;39;13-39;12954
3;Sants-Montjuïc;14;la Font de la Guatlla;40;14-40;23945
3;Sants-Montjuïc;14;la Font de la Guatlla;41;14-41;20171
3;Sants-Montjuïc;14;la Font de la Guatlla;42;14-42;20275
3;Sants-Montjuïc;14;la Font de la Guatlla;43;14-43;21552
3;Sants-Montjuïc;14;la Font de la Guatlla;44;14-44;19405
3;Sants-Montjuïc;14;la Font de la Guatlla;45;14-45;20850
3;Sants-Montjuïc;14;la Font de la Guatlla;46;14-46;25150
3;Sants-Montjuïc;15;Hostafrancs;47;15-47;19600
3;Sants-Montjuïc;15;Hostafrancs;48;15-48;26595
3;Sants-Montjuïc;15;Hostafrancs;49;15-49;21698
3;Sants-Montjuïc;15;Hostafrancs;50;15-50;22357
3;Sants-Montjuïc;15;Hostafrancs;51;15-51;17604
3;Sants-Montjuïc;15;Hostafrancs;52;15-52;19904
3;Sants-Montjuïc;15;Hostafrancs;53;15-53;18519
3;Sants-Montjuïc;15;Hostafrancs;54;15-54;22035
3;Sants-Montjuïc;15;Hostafrancs;55;15-55;20753
3;Sants-Montjuïc;15;Hostafrancs;56;15-56;19620
3;Sants-Montjuïc;16;la Bordeta;57;16-57;19893
3;Sants-Montjuïc;16;la Bordeta;58;16-58;27157
3;Sants-Montjuïc;16;la Bordeta;59;16-59;18868
3;Sants-Montjuïc;16;la Bordeta;60;16-60;23761
3;Sants-Montjuïc;16;la Bordeta;61;16-61;19775
3;Sants-Montjuïc;16;la Bordeta;62;16-62;20548
3;Sants-Montjuïc;16;la Bordeta;63;16-63;20503
3;Sants-Montjuïc;16;la Bordeta;64;16-64;21157
3;Sants-Montjuïc;16;la Bordeta;65;16-65;21070
3;Sants-Montjuïc;16;la Bordeta;66;16-66;18716
3;Sants-Montjuïc;16;la Bordeta;67;16-67;21010
3;Sants-Montjuïc;16;la Bordeta;68;16-68;17923
3;Sants-Montjuïc;16;la Bordeta;69;16-69;21786
3;Sants-Montjuïc;17;Sants-Badal;70;17-70;16985
3;Sants-Montjuïc;17;Sants-Badal;71;17-71;17476
3;Sants-Montjuïc;17;Sants-Badal;72;17-72;17923
3;Sants-Montjuïc;17;Sants-Badal;73;17-73;21379
3;Sants-Montjuïc;17;Sants-Badal;74;17-74;20307
3;Sants-Montjuïc;17;Sants-Badal;75;17-75;18511
3;Sants-Montjuïc;17;Sants-Badal;76;17-76;18892
3;Sants-Montjuïc;17;Sants-Badal;77;17-77;19163
3;Sants-Montjuïc;17;Sants-Badal;78;17-78;18022
3;Sants-Montjuïc;17;Sants-Badal;79;17-79;17732
3;Sants-Montjuïc;17;Sants-Badal;80;17-80;19637
3;Sants-Montjuïc;17;Sants-Badal;81;17-81;20423
3;Sants-Montjuïc;17;Sants-Badal;82;17-82;23798
3;Sants-Montjuïc;17;Sants-Badal;83;17-83;21688
3;Sants-Montjuïc;17;Sants-Badal;84;17-84;22128
3;Sants-Montjuïc;17;Sants-Badal;85;17-85;24986
3;Sants-Montjuïc;18;Sants;86;18-86;26917
3;Sants-Montjuïc;18;Sants;87;18-87;25194
3;Sants-Montjuïc;18;Sants;88;18-88;22320
3;Sants-Montjuïc;18;Sants;89;18-89;24038
3;Sants-Montjuïc;18;Sants;90;18-90;26706
3;Sants-Montjuïc;18;Sants;91;18-91;23336
3;Sants-Montjuïc;18;Sants;92;18-92;22360
3;Sants-Montjuïc;18;Sants;93;18-93;23569
3;Sants-Montjuïc;18;Sants;94;18-94;23934
3;Sants-Montjuïc;18;Sants;95;18-95;22333
3;Sants-Montjuïc;18;Sants;96;18-96;20123
3;Sants-Montjuïc;18;Sants;97;18-97;15941
3;Sants-Montjuïc;18;Sants;98;18-98;18280
3;Sants-Montjuïc;18;Sants;99;18-99;21404
3;Sants-Montjuïc;18;Sants;100;18-100;21270
3;Sants-Montjuïc;18;Sants;101;18-101;20727
3;Sants-Montjuïc;18;Sants;102;18-102;21483
3;Sants-Montjuïc;18;Sants;103;18-103;21307
3;Sants-Montjuïc;18;Sants;104;18-104;20715
3;Sants-Montjuïc;18;Sants;105;18-105;20275
3;Sants-Montjuïc;18;Sants;106;18-106;21842
3;Sants-Montjuïc;18;Sants;107;18-107;21764
3;Sants-Montjuïc;18;Sants;108;18-108;21303
3;Sants-Montjuïc;18;Sants;109;18-109;23119
3;Sants-Montjuïc;18;Sants;110;18-110;23548
3;Sants-Montjuïc;18;Sants;111;18-111;23956
3;Sants-Montjuïc;18;Sants;112;18-112;25604
3;Sants-Montjuïc;18;Sants;113;18-113;31772
3;Sants-Montjuïc;18;Sants;114;18-114;29123
3;Sants-Montjuïc;13;la Marina de Port;211;13-211;18715
3;Sants-Montjuïc;13;la Marina de Port;212;13-212;16986
3;Sants-Montjuïc;13;la Marina de Port;213;13-213;14248
4;Les Corts;19;les Corts;1;19-1;26007
4;Les Corts;19;les Corts;2;19-2;29015
4;Les Corts;19;les Corts;3;19-3;28212
4;Les Corts;19;les Corts;4;19-4;25937
4;Les Corts;19;les Corts;5;19-5;26008
4;Les Corts;19;les Corts;6;19-6;27373
4;Les Corts;19;les Corts;7;19-7;24205
4;Les Corts;19;les Corts;8;19-8;23482
4;Les Corts;19;les Corts;9;19-9;27247
4;Les Corts;19;les Corts;10;19-10;32564
4;Les Corts;19;les Corts;11;19-11;32461
4;Les Corts;19;les Corts;12;19-12;30291
4;Les Corts;19;les Corts;13;19-13;32866
4;Les Corts;19;les Corts;14;19-14;32203
4;Les Corts;19;les Corts;15;19-15;28558
4;Les Corts;19;les Corts;16;19-16;32510
4;Les Corts;19;les Corts;17;19-17;30912
4;Les Corts;19;les Corts;18;19-18;33169
4;Les Corts;19;les Corts;19;19-19;41043
4;Les Corts;19;les Corts;20;19-20;33533
4;Les Corts;19;les Corts;21;19-21;39884
4;Les Corts;19;les Corts;22;19-22;29698
4;Les Corts;19;les Corts;23;19-23;49971
4;Les Corts;19;les Corts;24;19-24;51091
4;Les Corts;19;les Corts;25;19-25;30472
4;Les Corts;19;les Corts;26;19-26;29867
4;Les Corts;19;les Corts;27;19-27;32833
4;Les Corts;19;les Corts;28;19-28;28760
4;Les Corts;19;les Corts;29;19-29;35916
4;Les Corts;19;les Corts;30;19-30;31658
4;Les Corts;19;les Corts;31;19-31;27265
4;Les Corts;19;les Corts;32;19-32;26014
4;Les Corts;19;les Corts;33;19-33;25570
4;Les Corts;19;les Corts;34;19-34;32877
4;Les Corts;19;les Corts;35;19-35;29520
4;Les Corts;20;la Maternitat i Sant Ramon;36;20-36;24691
4;Les Corts;20;la Maternitat i Sant Ramon;37;20-37;26285
4;Les Corts;20;la Maternitat i Sant Ramon;38;20-38;25410
4;Les Corts;20;la Maternitat i Sant Ramon;39;20-39;25576
4;Les Corts;20;la Maternitat i Sant Ramon;40;20-40;20239
4;Les Corts;20;la Maternitat i Sant Ramon;41;20-41;21382
4;Les Corts;20;la Maternitat i Sant Ramon;42;20-42;19819
4;Les Corts;20;la Maternitat i Sant Ramon;43;20-43;31554
4;Les Corts;20;la Maternitat i Sant Ramon;44;20-44;23112
4;Les Corts;20;la Maternitat i Sant Ramon;45;20-45;23185
4;Les Corts;20;la Maternitat i Sant Ramon;46;20-46;33925
4;Les Corts;20;la Maternitat i Sant Ramon;47;20-47;27781
4;Les Corts;20;la Maternitat i Sant Ramon;48;20-48;30680
4;Les Corts;20;la Maternitat i Sant Ramon;49;20-49;44227
4;Les Corts;21;Pedralbes;50;21-50;51091
4;Les Corts;21;Pedralbes;51;21-51;34641
4;Les Corts;21;Pedralbes;52;21-52;51091
4;Les Corts;21;Pedralbes;53;21-53;33518
4;Les Corts;21;Pedralbes;54;21-54;45890
4;Les Corts;21;Pedralbes;55;21-55;51091
4;Les Corts;21;Pedralbes;56;21-56;51091
4;Les Corts;20;la Maternitat i Sant Ramon;84;20-84;33140
5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;1;22-1;23280
5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;2;22-2;41172
5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;3;22-3;38137
5;Sarrià-Sant Gervasi;23;Sarrià;4;23-4;51091
5;Sarrià-Sant Gervasi;23;Sarrià;5;23-5;40920
5;Sarrià-Sant Gervasi;23;Sarrià;6;23-6;51091
5;Sarrià-Sant Gervasi;23;Sarrià;7;23-7;43153
5;Sarrià-Sant Gervasi;23;Sarrià;8;23-8;51091
5;Sarrià-Sant Gervasi;23;Sarrià;9;23-9;36743
5;Sarrià-Sant Gervasi;23;Sarrià;10;23-10;33569
5;Sarrià-Sant Gervasi;23;Sarrià;11;23-11;38828
5;Sarrià-Sant Gervasi;23;Sarrià;12;23-12;34001
5;Sarrià-Sant Gervasi;23;Sarrià;13;23-13;38183
5;Sarrià-Sant Gervasi;23;Sarrià;14;23-14;45518
5;Sarrià-Sant Gervasi;23;Sarrià;15;23-15;36663
5;Sarrià-Sant Gervasi;23;Sarrià;16;23-16;29856
5;Sarrià-Sant Gervasi;23;Sarrià;17;23-17;51091
5;Sarrià-Sant Gervasi;23;Sarrià;18;23-18;34598
5;Sarrià-Sant Gervasi;23;Sarrià;19;23-19;46780
5;Sarrià-Sant Gervasi;24;les Tres Torres;20;24-20;46340
5;Sarrià-Sant Gervasi;24;les Tres Torres;21;24-21;51091
5;Sarrià-Sant Gervasi;24;les Tres Torres;22;24-22;51091
5;Sarrià-Sant Gervasi;24;les Tres Torres;23;24-23;30937
5;Sarrià-Sant Gervasi;24;les Tres Torres;24;24-24;51091
5;Sarrià-Sant Gervasi;24;les Tres Torres;25;24-25;51091
5;Sarrià-Sant Gervasi;24;les Tres Torres;26;24-26;51091
5;Sarrià-Sant Gervasi;24;les Tres Torres;27;24-27;51091
5;Sarrià-Sant Gervasi;24;les Tres Torres;28;24-28;50879
5;Sarrià-Sant Gervasi;24;les Tres Torres;29;24-29;51091
5;Sarrià-Sant Gervasi;24;les Tres Torres;30;24-30;51091
5;Sarrià-Sant Gervasi;25;Sant Gervasi- la Bonanova;31;25-31;51091
5;Sarrià-Sant Gervasi;25;Sant Gervasi- la Bonanova;32;25-32;51091
5;Sarrià-Sant Gervasi;25;Sant Gervasi- la Bonanova;33;25-33;48513
5;Sarrià-Sant Gervasi;25;Sant Gervasi- la Bonanova;34;25-34;37347
5;Sarrià-Sant Gervasi;25;Sant Gervasi- la Bonanova;35;25-35;51091
